name,jif,jif5Years,fiveYearJifQuartile,jifWithoutSelfCites,immediacyIndex
SUSTAINABLE DEVELOPMENT,12.5,10.1,Q1,11.1,2.3
Journal of Hospitality Marketing & Management,12.5,9.6,Q1,11.7,2.8
MOLECULAR THERAPY,12.4,12.6,Q1,12.0,4.1
Theranostics,12.4,12.3,Q1,12.2,2.6
ALLERGY,12.4,10.4,Q1,11.2,2.7
JOURNAL OF SERVICE RESEARCH,12.4,13.9,Q1,11.6,1.1
Annual Review of Biophysics,12.4,14.7,Q1,12.4,4.3
CELL DEATH AND DIFFERENTIATION,12.4,13.3,Q1,12.2,3.3
Annual Review of Food Science and Technology,12.4,14.9,Q1,12.3,2.9
Small Methods,12.4,13.1,Q1,12.2,2.2
GENOME BIOLOGY,12.3,17.4,Q1,11.9,2.0
Genome Medicine,12.3,13.8,Q1,12.2,2.1
IEEE Transactions on Industrial Informatics,12.3,11.9,Q1,11.2,5.7
Annual Review of Nuclear and Particle Science,12.3,14.0,Q1,12.2,0.9
Journal of Public Transportation,12.2,4.7,Q2,12.2,
Journal of Sport and Health Science,12.2,9.4,Q1,12.0,5.0
Gut Microbes,12.2,12.4,Q1,11.8,2.2
Journal of Physiotherapy,12.1,11.4,Q1,11.2,2.3
Sustainable Production and Consumption,12.1,11.1,Q1,11.2,2.6
JOURNAL OF MANUFACTURING SYSTEMS,12.1,11.1,Q1,10.5,3.5
EARTH-SCIENCE REVIEWS,12.1,13.6,Q1,11.4,2.6
Annual Review of Animal Biosciences,12.0,11.4,Q1,11.9,3.2
COMPUTERS & EDUCATION,12.0,12.6,Q1,11.3,2.2
TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,12.0,12.0,Q1,10.7,3.6
PLANT CELL,12.0,13.1,Q1,11.4,3.3
INTERNATIONAL JOURNAL OF PRODUCTION ECONOMICS,12.0,11.0,Q1,11.1,2.2
Travel Medicine and Infectious Disease,12.0,8.0,Q1,11.8,4.2
ARTIFICIAL INTELLIGENCE REVIEW,12.0,11.6,Q1,11.6,1.8
PROGRESS IN SOLID STATE CHEMISTRY,12.0,7.5,Q1,11.6,0.7
IEEE TRANSACTIONS ON FUZZY SYSTEMS,11.9,11.3,Q1,10.3,6.1
eTransportation,11.9,15.4,Q1,10.4,2.9
Journal of Materials Chemistry A,11.9,11.6,Q1,11.3,2.2
NATURAL PRODUCT REPORTS,11.9,12.4,Q1,11.5,2.4
PSYCHIATRY AND CLINICAL NEUROSCIENCES,11.9,7.6,Q1,11.4,1.3
General Psychiatry,11.9,,N/A,11.6,1.6
International Journal of Mining Science and Technology,11.8,8.2,Q1,10.4,4.9
CLINICAL INFECTIOUS DISEASES,11.8,10.1,Q1,11.5,3.5
IEEE Transactions on Cybernetics,11.8,12.2,Q1,10.5,3.8
DEVELOPMENTAL CELL,11.8,12.4,Q1,11.6,3.1
JOURNAL OF INTERACTIVE MARKETING,11.8,12.4,Q1,11.1,0.6
ENVIRONMENT INTERNATIONAL,11.8,12.4,Q1,11.3,2.0
IEEE-CAA Journal of Automatica Sinica,11.8,9.5,Q1,10.5,5.4
EMERGING INFECTIOUS DISEASES,11.8,8.7,Q1,11.6,3.3
CANCER TREATMENT REVIEWS,11.8,11.8,Q1,11.7,2.6
Annual Review of Ecology Evolution and Systematics,11.8,18.6,Q1,11.6,0.6
International Journal of Hospitality Management,11.7,11.5,Q1,10.6,1.7
Educational Research Review,11.7,15.6,Q1,11.6,2.0
Pulmonology,11.7,8.1,Q1,11.1,4.8
Sustainable Cities and Society,11.7,10.6,Q1,10.1,3.3
Physics of Life Reviews,11.7,10.8,Q1,10.0,4.9
Nano Convergence,11.7,9.3,Q1,11.4,2.1
PROGRESS IN QUANTUM ELECTRONICS,11.7,10.5,Q1,11.7,1.4
GLOBAL CHANGE BIOLOGY,11.6,12.3,Q1,11.0,2.2
JOURNAL OF INTERNATIONAL BUSINESS STUDIES,11.6,14.6,Q1,10.4,1.8
CLINICAL CANCER RESEARCH,11.5,12.5,Q1,11.3,3.4
DRUGS,11.5,10.5,Q1,11.4,3.8
Materials Today Physics,11.5,11.3,Q1,10.6,2.6
Reviews in Fisheries Science & Aquaculture,11.5,9.8,Q1,11.4,1.4
JAMA Health Forum,11.5,11.5,N/A,10.6,2.1
Communication Methods and Measures,11.4,10.5,Q1,11.2,<0.1
Earth System Science Data,11.4,12.2,Q1,10.8,2.6
HUMAN RESOURCE MANAGEMENT REVIEW,11.4,11.6,Q1,10.6,3.1
Blood Cancer Discovery,11.4,11.4,N/A,11.2,4.7
CEMENT AND CONCRETE RESEARCH,11.4,14.2,Q1,10.0,2.4
LEUKEMIA,11.4,10.4,Q1,11.0,2.8
Redox Biology,11.4,11.9,Q1,11.0,1.8
Journal of Integrative Plant Biology,11.4,10.1,Q1,10.8,2.4
EMBO JOURNAL,11.4,12.0,Q1,11.3,2.0
BIORESOURCE TECHNOLOGY,11.4,10.6,Q1,9.2,2.9
npj Clean Water,11.4,13.7,Q1,11.1,1.6
ACS Materials Letters,11.4,11.4,Q1,11.0,2.0
Experimental Hematology & Oncology,11.4,7.3,Q1,10.5,1.4
ENVIRONMENTAL SCIENCE & TECHNOLOGY,11.4,12.0,Q1,10.3,2.2
TRENDS IN GENETICS,11.4,12.1,Q1,11.3,4.7
Wiley Interdisciplinary Reviews-Computational Molecular Science,11.4,17.5,Q1,11.2,5.4
MEDICAL JOURNAL OF AUSTRALIA,11.4,9.2,Q1,10.8,3.3
Review of Corporate Finance Studies,11.3,9.2,N/A,11.1,1.4
JACC-Cardiovascular Interventions,11.3,10.6,Q1,10.3,4.0
Journal of Business Research,11.3,11.5,Q1,10.1,2.2
Nature Computational Science,11.3,11.3,N/A,11.2,2.5
Annual Review of Virology,11.3,11.9,Q1,11.2,1.2
JOURNAL OF EXPERIMENTAL & CLINICAL CANCER RESEARCH,11.3,11.5,Q1,11.1,2.8
PSYCHIATRY RESEARCH,11.3,6.2,Q1,11.1,0.7
Biomaterials Research,11.3,,N/A,10.9,1.2
Annual Review of Cell and Developmental Biology,11.3,18.1,Q1,11.3,2.0
FEMS MICROBIOLOGY REVIEWS,11.3,17.7,Q1,11.2,3.4
REVIEW OF EDUCATIONAL RESEARCH,11.2,16.6,Q1,10.9,0.8
ANNALS OF NEUROLOGY,11.2,11.4,Q1,11.0,2.1
IEEE COMMUNICATIONS MAGAZINE,11.2,11.2,Q1,11.1,1.7
Carbohydrate Polymers,11.2,10.2,Q1,10.3,2.9
Satellite Navigation,11.2,11.3,N/A,10.5,2.2
CANCER RESEARCH,11.2,13.0,Q1,11.1,3.2
CCS Chemistry,11.2,11.2,N/A,9.7,4.1
IEEE Transactions on Affective Computing,11.2,11.9,Q1,10.5,5.1
APPLIED ENERGY,11.2,11.0,Q1,10.0,2.6
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,11.2,11.5,Q1,11.2,1.6
Trends in Environmental Analytical Chemistry,11.2,11.2,Q1,10.9,2.8
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY,11.1,10.8,Q1,10.9,1.4
PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,11.1,12.0,Q1,11.0,2.8
EMBO Molecular Medicine,11.1,11.4,Q1,11.0,2.1
EBioMedicine,11.1,10.0,Q1,11.0,3.1
BULLETIN OF THE WORLD HEALTH ORGANIZATION,11.1,11.1,Q1,11.0,1.2
International Journal of Contemporary Hospitality Management,11.1,9.8,Q1,7.6,2.4
JOURNAL OF VOCATIONAL BEHAVIOR,11.1,10.5,Q1,10.5,0.9
JOURNAL OF INTERNAL MEDICINE,11.1,10.5,Q1,11.0,2.2
JACC: CardioOncology,11.1,11.0,Q1,10.4,2.2
Journal of Cleaner Production,11.1,11.0,Q1,10.1,2.5
Biomarker Research,11.1,9.6,Q1,10.9,2.2
Annual Review of Genetics,11.1,15.1,Q1,11.0,0.2
REVIEWS IN MEDICAL VIROLOGY,11.1,9.5,Q1,11.0,2.5
ISME Journal,11.0,12.3,Q1,10.7,2.1
MOLECULAR PSYCHIATRY,11.0,11.9,Q1,10.5,2.0
Laser & Photonics Reviews,11.0,11.5,Q1,10.4,2.0
Additive Manufacturing,11.0,13.0,Q1,9.6,2.4
Protection and Control of Modern Power Systems,11.0,7.7,Q1,10.1,1.6
Research,11.0,10.2,Q1,10.6,1.9
JOURNAL OF BIOMEDICAL SCIENCE,11.0,10.9,Q1,10.9,1.7
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,11.0,12.6,Q1,10.6,6.4
Transactions of the Association for Computational Linguistics,10.9,,N/A,10.4,0.9
JAMA Dermatology,10.9,9.9,Q1,10.3,2.5
MEDICAL IMAGE ANALYSIS,10.9,13.7,Q1,10.2,1.7
CARDIOVASCULAR RESEARCH,10.9,10.6,Q1,10.4,3.4
Journal of Materials Science & Technology,10.9,9.9,Q1,9.7,5.4
Journal for ImmunoTherapy of Cancer,10.9,12.6,Q1,10.4,2.5
CARBON,10.9,9.4,Q1,10.1,2.8
Environmental Science & Technology Letters,10.9,10.9,Q1,10.5,2.1
TRENDS IN ENDOCRINOLOGY AND METABOLISM,10.9,13.3,Q1,10.9,3.0
ACTA PHYSICO-CHIMICA SINICA,10.9,4.9,Q2,10.3,5.2
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,10.9,12.6,Q1,10.6,1.5
Annual Review of Political Science,10.8,13.3,Q1,10.3,2.2
PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,10.8,17.2,Q1,10.6,1.7
International Journal of Antimicrobial Agents,10.8,7.2,Q1,10.7,1.7
Globalization and Health,10.8,7.8,Q1,10.6,1.4
JOURNAL OF CONTROLLED RELEASE,10.8,10.2,Q1,10.2,2.2
NANO LETTERS,10.8,11.2,N/A,10.5,2.0
Chem Catalysis,10.8,10.8,N/A,10.1,2.9
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,10.8,11.1,Q1,10.5,1.6
AMERICAN ECONOMIC REVIEW,10.7,12.7,Q1,10.4,2.7
ANAESTHESIA,10.7,8.4,Q1,9.7,2.5
Journal of Advanced Research,10.7,11.4,Q1,10.6,5.0
MOLECULAR BIOLOGY AND EVOLUTION,10.7,15.1,Q1,10.3,1.5
FOOD HYDROCOLLOIDS,10.7,10.9,Q1,9.2,2.2
IEEE Internet of Things Journal,10.6,11.1,Q1,9.2,2.9
IEEE TRANSACTIONS ON MEDICAL IMAGING,10.6,11.7,Q1,10.0,2.1
Biological Psychiatry,10.6,11.9,Q1,10.3,3.7
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,10.6,10.0,Q1,8.9,2.1
Journal of Supply Chain Management,10.6,11.0,Q1,9.9,1.3
Journal of Service Management,10.6,11.6,Q1,9.6,2.1
IEEE TRANSACTIONS ON IMAGE PROCESSING,10.6,13.3,Q1,9.9,1.6
Clinical and Translational Medicine,10.6,10.4,Q1,10.4,1.4
Virtual and Physical Prototyping,10.6,10.4,Q1,9.9,3.7
MOLECULAR ASPECTS OF MEDICINE,10.6,13.6,Q1,10.6,3.8
CLINICAL NUCLEAR MEDICINE,10.6,8.0,Q1,7.3,4.3
Annual Review of Sociology,10.5,13.0,Q1,10.3,0.5
ACADEMY OF MANAGEMENT JOURNAL,10.5,14.5,Q1,9.9,4.0
BRITISH JOURNAL OF PSYCHIATRY,10.5,11.1,Q1,10.3,2.4
ENVIRONMENTAL HEALTH PERSPECTIVES,10.5,10.7,Q1,10.2,3.0
GENES & DEVELOPMENT,10.5,11.7,Q1,10.3,2.7
Plant Communications,10.5,10.5,Q1,9.9,3.0
CEMENT & CONCRETE COMPOSITES,10.5,10.9,Q1,9.3,2.7
ENTREPRENEURSHIP THEORY AND PRACTICE,10.5,14.4,Q1,9.2,1.0
SLEEP MEDICINE REVIEWS,10.5,13.6,Q1,10.1,2.1
Annual Review of Medicine,10.5,13.0,Q1,10.5,7.9
JOURNAL OF MANAGEMENT STUDIES,10.5,10.7,Q1,9.9,0.7
JOURNAL OF PRODUCT INNOVATION MANAGEMENT,10.5,11.2,Q1,9.9,0.6
Annual Review of Microbiology,10.5,14.6,Q1,10.5,1.5
Finance Research Letters,10.4,8.9,Q1,8.9,2.5
Optica,10.4,10.8,Q1,10.1,2.1
Foundations and Trends in Information Retrieval,10.4,9.9,Q1,10.4,2.0
IEEE Transactions on Neural Networks and Learning Systems,10.4,11.2,Q1,9.4,2.2
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS,10.4,8.9,Q1,9.3,2.5
ADMINISTRATIVE SCIENCE QUARTERLY,10.4,14.1,Q1,10.0,1.4
JOURNAL OF THROMBOSIS AND HAEMOSTASIS,10.4,7.7,Q1,10.0,1.4
Journal of Retailing and Consumer Services,10.4,10.5,Q1,8.9,3.1
Reviews in Aquaculture,10.4,11.1,Q1,9.8,1.5
ROBOTICS AND COMPUTER-INTEGRATED MANUFACTURING,10.4,8.7,Q1,9.0,1.6
ENERGY CONVERSION AND MANAGEMENT,10.4,10.3,Q1,9.2,2.4
BRITISH JOURNAL OF DERMATOLOGY,10.3,8.6,Q1,9.9,4.2
Human Behavior and Emerging Technologies,10.3,9.8,N/A,9.4,0.7
CONTEMPORARY EDUCATIONAL PSYCHOLOGY,10.3,8.0,Q1,9.9,0.7
JOURNAL OF PINEAL RESEARCH,10.3,12.4,Q1,9.8,1.6
JNCI-Journal of the National Cancer Institute,10.3,12.3,Q1,10.0,2.0
Journal of Business Logistics,10.3,10.0,Q1,8.8,1.3
JOURNAL OF ANXIETY DISORDERS,10.3,7.8,Q1,10.0,0.9
AUTOMATION IN CONSTRUCTION,10.3,11.4,Q1,8.6,1.7
INDUSTRIAL MARKETING MANAGEMENT,10.3,10.2,Q1,8.2,2.0
FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,10.3,12.2,Q1,10.2,2.6
SPACE SCIENCE REVIEWS,10.3,9.6,Q1,9.9,2.8
Materials Today Nano,10.3,10.6,Q1,9.9,2.0
SIAM REVIEW,10.2,17.3,Q1,10.2,1.4
Resources Policy,10.2,9.2,Q1,7.8,2.9
AMERICAN JOURNAL OF GASTROENTEROLOGY,10.2,11.5,Q1,9.8,2.5
Asian Journal of Pharmaceutical Sciences,10.2,8.1,Q1,9.9,2.4
JOURNAL OF NANOBIOTECHNOLOGY,10.2,11.5,Q1,9.7,2.5
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,10.2,11.8,Q1,9.7,1.8
Annual Review of Phytopathology,10.2,17.6,Q1,10.1,2.9
ANNALS OF SURGERY,10.1,10.8,Q1,9.7,3.6
NEUROLOGY,10.1,10.4,Q1,9.7,2.7
EDUCATIONAL PSYCHOLOGY REVIEW,10.1,11.6,Q1,9.8,1.9
BIOSCIENCE,10.1,10.8,Q1,9.9,1.6
Cancer Immunology Research,10.1,12.1,Q1,10.0,2.2
CHEST,10.1,10.0,Q1,9.7,4.2
HAEMATOLOGICA,10.1,8.8,Q1,9.9,4.7
Journal of Nanostructure in Chemistry,10.1,9.4,Q1,9.8,6.3
Applied and Computational Mathematics,10.0,5.2,Q1,9.5,1.4
BIOLOGICAL REVIEWS,10.0,12.8,Q1,9.8,2.7
CALIFORNIA MANAGEMENT REVIEW,10.0,13.5,Q1,9.7,2.2
THORAX,10.0,10.0,Q1,9.8,1.6
Swarm and Evolutionary Computation,10.0,9.8,Q1,8.8,1.9
Particle and Fibre Toxicology,10.0,9.5,Q1,9.6,2.1
COMPUTERS IN INDUSTRY,10.0,10.4,Q1,9.2,1.8
JOURNAL OF RETAILING,10.0,10.6,Q1,9.4,2.9
Diabetes & Metabolic Syndrome-Clinical Research & Reviews,10.0,5.9,N/A,9.8,1.2
Advanced Healthcare Materials,10.0,10.6,Q1,9.7,1.5
Materials Today Advances,10.0,10.3,Q1,9.8,2.0
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,10.0,8.7,Q1,10.0,1.4
COMPUTERS IN HUMAN BEHAVIOR,9.9,10.2,Q1,9.5,1.5
JOURNAL OF APPLIED PSYCHOLOGY,9.9,11.8,Q1,9.3,1.0
INFORMATION & MANAGEMENT,9.9,10.7,Q1,9.3,2.6
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,9.9,9.9,Q1,8.2,1.0
DESALINATION,9.9,9.7,Q1,7.9,2.1
Molecular Systems Biology,9.9,11.1,Q1,9.8,1.8
Current Opinion in Food Science,9.9,8.6,Q1,9.5,2.0
International Journal of Consumer Studies,9.9,7.5,Q2,7.6,1.1
Nano Materials Science,9.9,12.5,N/A,9.6,3.1
MedComm,9.9,9.9,N/A,9.7,2.4
JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.9,8.4,Q1,9.2,2.9
Nano Research,9.9,9.2,Q1,8.8,2.4
Food Frontiers,9.9,10.0,N/A,9.8,2.2
AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,9.8,9.1,Q1,9.1,4.4
BRITISH JOURNAL OF ANAESTHESIA,9.8,9.6,Q1,9.1,2.8
Clinical Journal of the American Society of Nephrology,9.8,9.9,Q1,9.5,2.2
JOURNAL OF PUBLIC ECONOMICS,9.8,7.2,Q1,9.6,0.7
AMERICAN JOURNAL OF HUMAN GENETICS,9.8,11.8,Q1,9.4,1.8
METABOLISM-CLINICAL AND EXPERIMENTAL,9.8,9.9,Q1,9.5,2.2
Tourism Geographies,9.8,8.3,Q1,9.5,1.7
SPORTS MEDICINE,9.8,12.6,Q1,9.3,1.6
INTERNATIONAL JOURNAL OF PLASTICITY,9.8,9.2,Q1,7.2,2.9
PLOS BIOLOGY,9.8,9.2,Q1,9.6,1.9
Research Synthesis Methods,9.8,10.6,Q1,9.5,1.1
Corporate Social Responsibility and Environmental Management,9.8,10.6,Q1,8.2,1.3
ANGIOGENESIS,9.8,9.2,Q1,9.0,1.2
Scientific Data,9.8,10.8,Q1,9.4,0.9
Health Psychology Review,9.8,9.8,Q1,9.8,1.7
Radiology-Artificial Intelligence,9.8,10.4,N/A,9.7,2.4
TRANSPORT REVIEWS,9.8,11.3,Q1,9.7,1.5
Science of The Total Environment,9.8,9.6,Q1,8.8,2.2
GREEN CHEMISTRY,9.8,9.8,Q1,9.1,1.8
SURFACE SCIENCE REPORTS,9.8,11.1,Q1,9.6,1.7
Asian Economic Papers,9.7,4.3,Q1,9.7,0.3
HEALTH AFFAIRS,9.7,8.0,Q1,9.5,3.2
PRX Quantum,9.7,9.7,Q1,9.1,2.5
JACC-Basic to Translational Science,9.7,,N/A,9.6,3.0
SOIL BIOLOGY & BIOCHEMISTRY,9.7,10.2,Q1,8.8,2.1
Geography and Sustainability,9.7,9.8,N/A,9.4,1.4
Circulation-Heart Failure,9.7,10.0,Q1,9.4,2.8
CANCER LETTERS,9.7,8.9,Q1,9.5,1.8
Acta Biomaterialia,9.7,9.9,Q1,9.4,2.6
npj Computational Materials,9.7,12.3,Q1,9.2,2.0
NPG Asia Materials,9.7,10.5,Q1,9.6,1.8
npj 2D Materials and Applications,9.7,11.0,Q1,9.5,1.6
Nanoscale Horizons,9.7,10.0,Q1,9.6,1.4
ARCHIVES OF COMPUTATIONAL METHODS IN ENGINEERING,9.7,9.3,Q1,9.3,1.8
Annual Review of Biomedical Engineering,9.7,18.9,Q1,9.7,2.5
Annual Review of Materials Research,9.7,14.7,Q1,9.6,1.8
British Journal of Surgery,9.6,8.2,Q1,8.9,1.4
IEEE Transactions on Smart Grid,9.6,10.4,Q1,8.7,2.1
COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,9.6,11.5,Q1,7.7,1.3
Science China-Chemistry,9.6,7.2,Q1,8.9,2.1
Sustainable Materials and Technologies,9.6,9.9,Q1,9.2,2.6
PROGRESS IN AEROSPACE SCIENCES,9.6,13.2,Q1,9.3,2.9
TRENDS IN PARASITOLOGY,9.6,8.8,Q1,9.3,2.1
European Journal of Psychology Applied to Legal Context,9.5,7.2,Q1,8.6,2.1
BRIEFINGS IN BIOINFORMATICS,9.5,10.6,Q1,8.2,2.1
Current Forestry Reports,9.5,10.0,Q1,9.3,2.3
BASIC RESEARCH IN CARDIOLOGY,9.5,8.5,Q1,9.0,1.5
PROGRESS IN PARTICLE AND NUCLEAR PHYSICS,9.5,11.8,Q1,9.3,5.9
GENOMICS PROTEOMICS & BIOINFORMATICS,9.5,10.1,Q1,9.1,3.9
ORGANIZATIONAL RESEARCH METHODS,9.5,11.4,Q1,9.2,1.7
EUROPEAN JOURNAL OF INFORMATION SYSTEMS,9.5,8.2,Q1,9.1,1.0
MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,9.5,5.9,Q1,9.5,<0.1
Current Climate Change Reports,9.5,11.4,Q1,9.5,0.9
JOURNAL OF MEMBRANE SCIENCE,9.5,8.9,Q1,7.8,2.1
ACS Applied Materials & Interfaces,9.5,9.6,Q1,8.9,1.8
Asian Journal of Psychiatry,9.5,6.3,Q1,9.0,1.0
CURRENT OPINION IN PLANT BIOLOGY,9.5,9.8,Q1,9.2,2.5
Social Issues and Policy Review,9.4,11.3,Q1,9.3,1.4
NEW PHYTOLOGIST,9.4,10.5,Q1,8.9,1.9
Alcohol Research-Current Reviews,9.4,14.2,Q1,9.3,3.5
SERVICE INDUSTRIES JOURNAL,9.4,7.2,Q2,7.7,2.9
ACTA MATERIALIA,9.4,10.2,Q1,8.6,2.0
JOURNAL OF CLINICAL MICROBIOLOGY,9.4,6.9,Q1,9.0,2.0
Journal of Materiomics,9.4,9.0,Q1,8.8,3.3
Journal of Allergy and Clinical Immunology-In Practice,9.4,8.7,Q1,8.5,2.7
Journal of Energy Storage,9.4,9.1,Q1,7.1,2.5
ANNUAL REVIEWS IN CONTROL,9.4,11.4,Q1,9.2,1.2
COMPUTATIONAL LINGUISTICS,9.3,6.2,Q1,9.3,
Policy and Society,9.3,7.2,Q1,8.7,3.3
CLINICAL CHEMISTRY,9.3,8.0,Q1,8.9,2.3
ENDOSCOPY,9.3,9.6,Q1,8.2,3.7
JOURNAL OF NUCLEAR MEDICINE,9.3,9.0,Q1,8.5,4.6
IEEE NETWORK,9.3,9.8,Q1,9.1,0.8
BMC Medicine,9.3,10.4,Q1,9.2,1.7
TRENDS IN CARDIOVASCULAR MEDICINE,9.3,7.3,Q1,9.1,4.0
Cardiovascular Diabetology,9.3,9.6,Q1,7.9,1.5
PHARMACOLOGICAL RESEARCH,9.3,8.8,Q1,9.0,2.1
Journal of Neuroinflammation,9.3,9.8,Q1,9.0,1.8
Cell Systems,9.3,10.9,Q1,9.2,2.3
Information Technology & Tourism,9.3,6.2,Q2,8.8,1.2
Advances in Nutrition,9.3,11.8,Q1,9.1,1.9
Materials Today Energy,9.3,8.5,Q1,8.6,2.1
PSYCHOLOGICAL INQUIRY,9.3,10.2,Q1,9.2,0.7
Current Opinion in Green and Sustainable Chemistry,9.3,8.3,Q1,9.1,2.2
TECHNOLOGY IN SOCIETY,9.2,8.5,Q1,7.9,4.1
GigaScience,9.2,9.3,Q1,9.1,1.0
npj Biofilms and Microbiomes,9.2,9.4,Q1,8.9,1.5
INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,9.2,9.6,Q1,9.2,2.1
JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,9.2,7.2,Q1,8.4,2.1
npj Vaccines,9.2,8.5,Q1,8.8,1.6
International Journal of Biological Sciences,9.2,8.5,Q1,9.1,2.0
CURRENT BIOLOGY,9.2,11.0,Q1,9.0,2.7
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,9.2,8.8,Q1,7.9,1.4
Revista de Psiquiatria y Salud Mental,9.2,5.8,Q1,8.9,3.0
JOURNAL OF POWER SOURCES,9.2,8.8,Q1,8.6,1.8
Wiley Interdisciplinary Reviews-Climate Change,9.2,9.8,Q1,9.0,1.7
CANCER AND METASTASIS REVIEWS,9.2,10.0,Q1,9.2,1.6
AMERICAN SOCIOLOGICAL REVIEW,9.1,13.7,Q1,8.8,1.2
PERSOONIA,9.1,11.2,Q1,8.6,0.7
EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,9.1,8.7,Q1,8.2,2.0
LANDSCAPE AND URBAN PLANNING,9.1,9.7,N/A,8.5,2.4
Science China-Life Sciences,9.1,7.1,Q1,8.3,1.6
CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,9.1,9.2,Q1,9.0,2.5
COMPOSITES SCIENCE AND TECHNOLOGY,9.1,8.5,Q1,8.2,2.1
CHINESE CHEMICAL LETTERS,9.1,6.7,Q1,7.7,4.5
JOURNAL OF CLINICAL IMMUNOLOGY,9.1,7.8,Q1,8.2,1.7
PROGRESS IN CARDIOVASCULAR DISEASES,9.1,8.2,Q1,8.5,1.8
HemaSphere,9.1,8.0,Q1,8.8,3.3
CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE,9.0,5.2,Q1,8.9,0.4
SCIENCE COMMUNICATION,9.0,7.3,Q1,8.6,0.6
Alzheimers Research & Therapy,9.0,9.2,Q1,8.7,1.2
Operations Management Research,9.0,7.9,Q1,6.9,1.3
Energy Policy,9.0,8.5,Q1,8.5,2.3
npj Climate and Atmospheric Science,9.0,10.2,Q1,8.7,1.9
Advanced Optical Materials,9.0,9.5,Q1,8.4,1.6
Biofabrication,9.0,9.7,Q1,8.7,2.3
Journal of Sustainable Tourism,9.0,9.0,Q1,8.2,1.3
IEEE Computational Intelligence Magazine,9.0,15.2,Q1,8.7,3.7
Journal of Industrial Integration and Management-Innovation and Entrepreneurship,9.0,6.8,N/A,7.5,1.7
Seminars in Immunopathology,9.0,12.0,Q1,8.8,3.1
Cell Death & Disease,9.0,9.2,Q1,8.8,1.7
CRITICAL REVIEWS IN BIOTECHNOLOGY,9.0,9.5,Q1,8.9,1.9
JOURNAL OF FINANCIAL ECONOMICS,8.9,11.5,Q1,8.5,2.9
Geoscience Frontiers,8.9,8.0,Q1,8.6,3.4
GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,8.9,13.0,Q1,8.7,2.2
JOURNAL OF HEART AND LUNG TRANSPLANTATION,8.9,9.3,Q1,8.3,2.4
Journal of Travel Research,8.9,10.0,Q1,8.1,1.0
Academy of Management Perspectives,8.9,9.5,Q1,8.7,3.0
Journal of Cachexia Sarcopenia and Muscle,8.9,10.7,Q1,7.8,2.0
JOURNAL OF WORLD BUSINESS,8.9,10.1,Q1,7.9,2.8
IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,8.9,8.9,Q1,8.6,6.0
Radiologia Medica,8.9,5.5,Q1,8.2,1.0
MAYO CLINIC PROCEEDINGS,8.9,9.4,Q1,8.8,2.3
Global Food Security-Agriculture Policy Economics and Environment,8.9,10.2,Q1,8.6,2.7
Clinical and Molecular Hepatology,8.9,6.9,Q1,8.1,2.9
ENVIRONMENTAL POLLUTION,8.9,9.5,Q1,8.3,1.7
Obesity Reviews,8.9,9.8,Q1,8.8,1.5
Energy,8.9,8.2,Q1,7.6,2.4
ACS Sensors,8.9,9.0,N/A,8.6,1.7
Cell Reports Physical Science,8.9,8.9,Q1,8.7,2.0
QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,8.9,5.9,Q1,8.5,0.7
Annual Review of Nutrition,8.9,14.6,Q1,8.9,2.2
Pragmatic and Observational Research,8.9,4.4,N/A,8.9,0.2
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,8.9,7.6,Q1,8.8,0.9
International Journal of Clinical and Health Psychology,8.8,6.6,Q1,8.3,0.7
ANESTHESIOLOGY,8.8,8.4,Q1,8.3,3.7
